ID,Date,Game,Earnings,Players,Tournaments
42,2000-09-01,Age of Empires II,12378.11,11,3
43,2000-09-01,StarCraft: Brood War,6292.12,1,2
44,2000-10-01,Quake III Arena,75000.0,5,3
45,2000-10-01,Age of Empires II,50000.0,4,1
46,2000-10-01,FIFA 2000,50000.0,4,1
47,2000-10-01,StarCraft: Brood War,50000.0,4,1
48,2000-11-01,StarCraft: Brood War,17600.0,16,1
49,2000-12-01,Quake III Arena,125060.21,75,4
50,2000-12-01,Counter-Strike,23763.33,62,2
51,2000-12-01,Age of Empires II,165.53,5,2
52,2001-01-01,Quake III Arena,19055.71,12,3
53,2001-01-01,StarCraft: Brood War,5257.0,7,2
54,2001-01-01,Counter-Strike,4720.77,35,1
55,2001-01-01,Age of Empires II,1200.0,6,2
56,2001-02-01,Quake III Arena,3750.0,8,1
57,2001-03-01,Age of Empires II,1641.29,12,5
58,2001-04-01,Counter-Strike,43711.29,41,2
59,2001-04-01,Quake III Arena,2272.23,8,3
60,2001-04-01,Age of Empires II,200.0,1,1
61,2001-05-01,Quake III Arena,15841.68,16,2
62,2001-05-01,Counter-Strike,13131.0,41,1
63,2001-05-01,StarCraft: Brood War,12234.91,16,2
64,2001-05-01,Age of Empires II,500.0,1,1
65,2001-06-01,Age of Empires II,500.0,4,1
66,2001-07-01,QuakeWorld,15000.0,8,1
67,2001-07-01,Counter-Strike,1800.0,16,2
68,2001-08-01,Quake III Arena,58197.36,3,2
69,2001-08-01,Counter-Strike,13197.36,41,1
70,2001-08-01,Age of Empires II,500.0,1,1
71,2001-08-01,Capcom vs. SNK,0.0,3,1
72,2001-08-01,Marvel vs. Capcom 2,0.0,3,1
73,2001-08-01,Street Fighter Alpha 3,0.0,3,1
74,2001-08-01,Super Street Fighter II Turbo,0.0,3,1
75,2001-09-01,Counter-Strike,22792.51,41,1
76,2001-09-01,StarCraft: Brood War,7806.4,16,1
77,2001-10-01,Counter-Strike,22000.0,15,2
78,2001-10-01,StarCraft: Brood War,13057.6,4,1
79,2001-11-01,Age of Empires II,95000.0,16,1
80,2001-11-01,Counter-Strike,5239.51,5,1
81,2001-11-01,Quake III Arena,2619.76,8,1
82,2001-12-01,Counter-Strike,220000.0,109,2
83,2001-12-01,Age of Empires II,61000.0,20,5
84,2001-12-01,StarCraft: Brood War,53538.08,24,3
85,2001-12-01,FIFA 2001,46000.0,9,2
86,2001-12-01,Quake III Arena,46000.0,8,2
87,2001-12-01,Unreal Tournament,46000.0,9,2
88,2001-12-01,Aliens versus Predator 2,40000.0,1,1
89,2002-01-01,Age of Empires II,1000.0,1,1
90,2002-02-01,Counter-Strike,26000.0,15,1
91,2002-02-01,Age of Empires II,1000.0,1,1
92,2002-03-01,Counter-Strike,1035.0,17,1
93,2002-03-01,Age of Empires II,1000.0,1,1
94,2002-04-01,StarCraft: Brood War,20338.4,6,2
95,2002-04-01,Age of Empires II,5500.0,4,2
96,2002-04-01,Super Smash Bros. Melee,0.0,3,1
97,2002-05-01,Counter-Strike,18411.62,42,1
98,2002-05-01,Quake III Arena,9666.1,0,1
99,2002-05-01,StarCraft: Brood War,4913.16,1,1
100,2002-05-01,Age of Empires II,2000.0,4,2
101,2002-06-01,StarCraft: Brood War,28808.28,19,2
102,2002-06-01,Age of Empires II,1000.0,1,1
103,2002-06-01,Super Smash Bros. Melee,40.0,3,1
104,2002-07-01,Counter-Strike,112100.15,169,3
105,2002-07-01,Age of Empires II,16450.0,9,4
106,2002-07-01,Quake III Arena,9540.3,12,1
107,2002-07-01,StarCraft: Brood War,2000.0,3,1
108,2002-08-01,Return to Castle Wolfenstein,53000.0,30,1
109,2002-08-01,Quake III Arena,40000.0,5,1
110,2002-08-01,Age of Empires II,8850.0,14,8
111,2002-08-01,Capcom vs. SNK 2,0.0,3,1
112,2002-08-01,Marvel vs. Capcom 2,0.0,3,1
113,2002-08-01,Super Street Fighter II Turbo,0.0,3,1
114,2002-09-01,Counter-Strike,5856.64,6,1
115,2002-09-01,Age of Empires II,5116.0,5,3
116,2002-09-01,Age of Empires,100.0,3,1
117,2002-10-01,StarCraft: Brood War,33884.42,18,3
118,2002-10-01,Counter-Strike,9791.02,40,1
119,2002-10-01,Age of Empires II,1000.0,1,1
120,2002-11-01,Counter-Strike,86000.0,55,2
121,2002-11-01,Age of Empires II,44000.0,9,2
122,2002-11-01,FIFA 2002 World Cup,43000.0,8,1
123,2002-11-01,Quake III Arena,43000.0,8,1
124,2002-11-01,StarCraft: Brood War,43000.0,8,1
125,2002-11-01,Unreal Tournament,43000.0,8,1
126,2002-11-01,Halo: Combat Evolved,5000.0,21,2
127,2002-11-01,Unreal Tournament 2003,4000.0,8,4
128,2002-11-01,WarCraft III,106.0,1,1
129,2002-12-01,Counter-Strike,141800.45,145,4
130,2002-12-01,WarCraft III,31179.25,11,3
131,2002-12-01,Unreal Tournament 2003,30000.0,16,1
132,2002-12-01,Return to Castle Wolfenstein,14424.3,0,1
133,2002-12-01,NASCAR Thunder 2002,7679.25,0,1
134,2002-12-01,Star Wars Jedi Knight II: Jedi Outcast,7679.25,0,1
135,2002-12-01,Age of Empires II,5950.0,13,2
136,2003-01-01,Age of Empires II,10500.0,16,3
137,2003-01-01,StarCraft: Brood War,6051.2,6,1
138,2003-01-01,Super Smash Bros. Melee,2050.0,7,2
139,2003-01-01,Counter-Strike,1280.0,30,2
140,2003-02-01,StarCraft: Brood War,24975.04,16,1
141,2003-02-01,Counter-Strike,2666.67,32,3
142,2003-02-01,Age of Empires II,380.0,4,2
143,2003-03-01,Counter-Strike,22817.54,65,4
144,2003-03-01,Halo: Combat Evolved,12500.0,0,1
145,2003-03-01,Super Smash Bros. Melee,12500.0,3,1
146,2003-03-01,Tekken 4,12500.0,0,1
147,2003-03-01,Unreal Tournament 2003,12500.0,0,1
148,2003-03-01,WarCraft III,8081.27,6,1
149,2003-04-01,Counter-Strike,51906.6,40,3
150,2003-04-01,WarCraft III,15741.88,3,1
151,2003-04-01,Unreal Tournament 2003,15199.05,0,1
152,2003-04-01,Halo: Combat Evolved,14950.0,32,5
153,2003-04-01,Quake III Arena,8663.46,3,2
154,2003-04-01,StarCraft: Brood War,7265.55,2,2
155,2003-04-01,Age of Empires II,1980.0,5,3
156,2003-05-01,Counter-Strike,20355.3,52,6
157,2003-05-01,Age of Empires II,760.0,6,4
158,2003-05-01,Age of Empires,625.0,4,1
159,2003-06-01,Counter-Strike,60804.35,63,5
160,2003-06-01,StarCraft: Brood War,44018.0,40,2
161,2003-06-01,WarCraft III,27887.45,4,1
162,2003-06-01,NASCAR Thunder 2003,5933.5,0,1
163,2003-06-01,Age of Empires II,380.0,4,2
164,2003-07-01,Counter-Strike,133689.2,107,5
165,2003-07-01,StarCraft: Brood War,35839.25,28,3
166,2003-07-01,Unreal Tournament 2003,25617.5,9,3
167,2003-07-01,WarCraft III,20500.0,11,3
168,2003-07-01,Quake III Arena,10000.0,4,1
169,2003-07-01,Age of Empires II,200.0,1,1
170,2003-08-01,Counter-Strike,218835.22,126,5
171,2003-08-01,Quake III Arena,76800.0,23,3
172,2003-08-01,Unreal Tournament 2003,9457.36,3,1
173,2003-08-01,Age of Empires II,7000.0,8,1
174,2003-08-01,WarCraft III,6755.26,4,1
175,2003-08-01,FIFA 03,5066.44,3,1
176,2003-08-01,Super Smash Bros. Melee,1000.0,1,1
177,2003-08-01,Capcom vs. SNK 2,0.0,3,1
178,2003-08-01,Guilty Gear XX,0.0,3,1
179,2003-08-01,Marvel vs. Capcom 2,0.0,3,1
180,2003-08-01,Soul Calibur II,0.0,3,1
181,2003-08-01,Street Fighter III: 3rd Strike,0.0,3,1
182,2003-08-01,Super Street Fighter II Turbo,0.0,3,1
183,2003-08-01,Tekken 4,0.0,3,1
184,2003-08-01,Tekken Tag Tournament,0.0,3,1
185,2003-08-01,Virtua Fighter 4: Evolution,0.0,3,1
186,2003-09-01,Counter-Strike,52342.44,51,5
187,2003-09-01,WarCraft III,8113.13,17,6
188,2003-09-01,StarCraft: Brood War,2329.2,4,1
189,2003-10-01,StarCraft: Brood War,90848.8,58,3
190,2003-10-01,Counter-Strike,77962.88,90,7
191,2003-10-01,WarCraft III,49962.48,12,6
192,2003-10-01,Age of Mythology,49000.0,8,2
193,2003-10-01,FIFA 03,49000.0,7,2
194,2003-10-01,Unreal Tournament 2003,49000.0,8,2
195,2003-10-01,Halo: Combat Evolved,40700.0,14,3
196,2003-10-01,Gran Turismo 3: A-Spec,1500.0,3,1
197,2003-10-01,Madden NFL 2004,1500.0,3,1
198,2003-10-01,Soul Calibur II,1500.0,3,1
199,2003-10-01,Age of Empires II,1000.0,4,1
200,2003-11-01,StarCraft: Brood War,65511.35,27,3
201,2003-11-01,Counter-Strike,50530.64,124,11
202,2003-11-01,WarCraft III,42562.34,29,9
203,2003-11-01,Halo: Combat Evolved,9000.0,32,2
204,2003-11-01,Age of Empires II,3347.02,7,2
205,2003-12-01,Counter-Strike,126187.15,121,5
206,2003-12-01,Halo: Combat Evolved,30000.0,12,1
207,2003-12-01,WarCraft III,12028.52,4,1
208,2003-12-01,Live for Speed,2491.62,5,1
209,2003-12-01,Age of Empires II,2150.0,15,2
210,2003-12-01,FIFA 04,0.0,0,1
211,2004-01-01,StarCraft: Brood War,102004.09,19,3
212,2004-01-01,WarCraft III,89700.0,23,5
213,2004-01-01,Counter-Strike,76529.3,85,5
214,2004-01-01,Age of Empires II,5900.0,14,4
215,2004-01-01,Age of Mythology,3000.0,8,1
216,2004-01-01,Super Smash Bros. Melee,1682.5,6,3
217,2004-02-01,StarCraft: Brood War,38128.9,46,1
218,2004-02-01,Counter-Strike,13614.55,50,4
219,2004-02-01,Halo: Combat Evolved,13500.0,20,3
220,2004-02-01,WarCraft III,1600.0,4,1
221,2004-03-01,Counter-Strike,30220.45,125,7
222,2004-03-01,StarCraft: Brood War,25871.1,16,1
223,2004-03-01,Quake III Arena,1500.0,8,1
224,2004-03-01,Halo: Combat Evolved,825.0,8,2
225,2004-04-01,Counter-Strike,42681.96,84,7
226,2004-04-01,StarCraft: Brood War,39368.63,7,2
227,2004-04-01,WarCraft III,21048.08,8,3
228,2004-04-01,Halo: Combat Evolved,20235.0,41,5
229,2004-05-01,Counter-Strike,40662.88,109,11
230,2004-05-01,WarCraft III,15769.77,20,11
231,2004-05-01,Age of Empires II,300.0,2,1
232,2004-06-01,Counter-Strike,57327.74,158,10
233,2004-06-01,WarCraft III,28285.85,25,9
234,2004-06-01,Age of Empires II,25000.0,37,1
235,2004-06-01,FIFA 04,0.0,0,1
236,2004-06-01,Live for Speed,0.0,1,1
237,2004-07-01,Counter-Strike,218264.97,198,10
238,2004-07-01,StarCraft: Brood War,94246.86,22,2
239,2004-07-01,Counter-Strike: Condition Zero,38575.3,66,1
240,2004-07-01,WarCraft III,35325.14,19,8
241,2004-07-01,Pro Evolution Soccer 3,25000.0,8,1
242,2004-07-01,Quake III Arena,20000.0,17,1
243,2004-07-01,Painkiller,10000.0,4,1
244,2004-07-01,Unreal Tournament 2004,10000.0,4,1
245,2004-07-01,Age of Empires II,700.0,2,1
246,2004-07-01,Super Smash Bros. Melee,500.0,2,2
247,2004-08-01,Counter-Strike,128249.95,177,7
248,2004-08-01,Quake III Arena,90000.0,15,2
249,2004-08-01,StarCraft: Brood War,61556.61,23,3
250,2004-08-01,Halo: Combat Evolved,60448.0,10,4
251,2004-08-01,Doom 3,60000.0,5,1
252,2004-08-01,Call of Duty,50000.0,51,1
253,2004-08-01,Unreal Tournament 2004,50000.0,25,1
254,2004-08-01,WarCraft III,42541.43,17,11
255,2004-08-01,Painkiller,25000.0,8,1
256,2004-08-01,Super Smash Bros. Melee,1712.0,12,2
257,2004-08-01,Age of Empires II,1000.0,5,2
258,2004-08-01,Capcom vs. SNK 2,0.0,3,1
259,2004-08-01,Guilty Gear XX,0.0,3,1
260,2004-08-01,Marvel vs. Capcom 2,0.0,3,1
261,2004-08-01,Soul Calibur II,0.0,3,1
262,2004-08-01,Street Fighter III: 3rd Strike,0.0,3,1
263,2004-08-01,Super Street Fighter II Turbo,0.0,3,1
264,2004-08-01,Tekken 4,0.0,3,1
265,2004-08-01,Tekken Tag Tournament,0.0,3,1
266,2004-08-01,Virtua Fighter 4: Evolution,0.0,3,1
267,2004-09-01,Counter-Strike,39832.96,81,7
268,2004-09-01,Halo: Combat Evolved,20448.0,9,5
269,2004-09-01,WarCraft III,19631.03,33,6
270,2004-09-01,Unreal Tournament 2004,6512.41,8,1
271,2004-09-01,Super Smash Bros. Melee,1000.0,3,1
272,2004-09-01,Age of Empires II,487.07,3,2
273,2004-10-01,Doom 3,120748.16,1,1
274,2004-10-01,StarCraft: Brood War,109080.0,14,3
275,2004-10-01,Counter-Strike: Condition Zero,85000.0,15,1
276,2004-10-01,Halo: Combat Evolved,68000.0,21,3
277,2004-10-01,WarCraft III,51189.23,9,5
278,2004-10-01,FIFA 04,40000.0,3,1
279,2004-10-01,Unreal Tournament 2004,40000.0,3,1
280,2004-10-01,Counter-Strike,37498.7,77,6
281,2004-10-01,Need for Speed: Underground,35000.0,3,1
282,2004-10-01,Project Gotham Racing 2,35000.0,3,1
283,2004-10-01,Super Smash Bros. Melee,5750.0,7,2
284,2004-10-01,Soul Calibur II,2700.0,2,1
285,2004-10-01,Gran Turismo 3: A-Spec,1750.0,3,1
286,2004-11-01,Counter-Strike,65601.04,109,8
287,2004-11-01,WarCraft III,29521.78,23,9
288,2004-11-01,StarCraft: Brood War,28176.96,16,1
289,2004-11-01,Age of Empires II,658.13,2,1
290,2004-12-01,Counter-Strike,149167.17,154,7
291,2004-12-01,Counter-Strike: Condition Zero,38575.3,60,1
292,2004-12-01,Doom 3,27000.0,8,1
293,2004-12-01,Painkiller,20000.0,16,1
294,2004-12-01,WarCraft III,18776.59,19,4
295,2004-12-01,Age of Empires II,11520.0,72,3
296,2004-12-01,Day of Defeat,10000.0,18,1
297,2004-12-01,FIFA 05,0.0,0,1
298,2004-12-01,Live for Speed,0.0,1,1
299,2005-01-01,StarCraft: Brood War,116514.19,20,3
300,2005-01-01,Counter-Strike,19815.45,40,3
301,2005-01-01,WarCraft III,5024.02,4,2
302,2005-01-01,Halo 2,5000.0,8,2
303,2005-01-01,Super Smash Bros. Melee,4112.0,20,4
304,2005-01-01,Age of Empires II,50.0,1,1
305,2005-02-01,StarCraft: Brood War,132115.99,14,3
306,2005-02-01,Counter-Strike,39490.02,105,8
307,2005-02-01,Halo 2,5000.0,12,2
308,2005-02-01,Counter-Strike: Source,4800.0,14,2
309,2005-02-01,WarCraft III,1615.0,4,2
310,2005-02-01,Super Smash Bros. Melee,1250.0,5,2
311,2005-02-01,Age of Empires II,200.0,1,1
312,2005-03-01,Counter-Strike,161882.2,122,8
313,2005-03-01,WarCraft III,58470.46,18,3
314,2005-03-01,Painkiller,50000.0,16,1
315,2005-03-01,StarCraft: Brood War,43217.61,19,2
316,2005-03-01,Halo 2,15000.0,15,5
317,2005-03-01,Unreal Tournament 2004,13470.46,3,1
318,2005-03-01,Age of Empires II,8000.0,8,1
319,2005-03-01,Super Smash Bros. Melee,1250.0,6,2
320,2005-03-01,FIFA 05,0.0,3,1
321,2005-03-01,Need for Speed: Underground 2,0.0,3,1
322,2005-03-01,Project Gotham Racing 2,0.0,3,1
323,2005-04-01,Counter-Strike,10789.93,77,4
324,2005-04-01,StarCraft: Brood War,6913.61,3,1
325,2005-04-01,Halo 2,5000.0,12,2
326,2005-04-01,WarCraft III,4364.5,3,1
327,2005-04-01,Age of Empires II,2000.0,4,1
328,2005-04-01,Super Smash Bros. Melee,1250.0,5,2
329,2005-05-01,Counter-Strike,119372.35,196,10
330,2005-05-01,Painkiller,100000.0,21,2
331,2005-05-01,WarCraft III,7069.09,21,4
332,2005-05-01,Quake III Arena,3497.09,3,2
333,2005-05-01,StarCraft: Brood War,2704.76,7,2
334,2005-05-01,Age of Empires II,2000.0,5,1
335,2005-05-01,Counter-Strike: Source,1610.3,10,1
336,2005-06-01,Counter-Strike,107360.46,124,7
337,2005-06-01,WarCraft III,59811.51,27,7
338,2005-06-01,Painkiller,50000.0,16,1
339,2005-06-01,Age of Empires II,15000.0,35,2
340,2005-06-01,FIFA 05,9427.07,0,1
341,2005-06-01,Halo 2,5450.0,16,3
342,2005-06-01,StarCraft: Brood War,4552.42,4,2
343,2005-06-01,Super Smash Bros. Melee,3230.0,14,3
344,2005-06-01,Live for Speed,1812.9,5,1
345,2005-07-01,Counter-Strike,345241.52,229,11
346,2005-07-01,StarCraft: Brood War,137098.82,32,3
347,2005-07-01,WarCraft III,105000.0,26,3
348,2005-07-01,Counter-Strike: Source,56500.0,49,2
349,2005-07-01,Painkiller,50000.0,16,1
350,2005-07-01,Pro Evolution Soccer 4,40000.0,8,1
351,2005-07-01,Day of Defeat,30000.0,23,1
352,2005-07-01,Halo 2,15900.0,19,5
353,2005-07-01,Gran Turismo 4,12000.0,4,1
354,2005-07-01,Quake III Arena,12000.0,4,1
355,2005-07-01,Unreal Tournament 2004,12000.0,4,1
356,2005-07-01,Halo: Combat Evolved,3675.0,11,3
357,2005-07-01,Super Smash Bros. Melee,1252.96,11,3
358,2005-07-01,Age of Empires II,716.91,2,1
359,2005-08-01,Counter-Strike,105884.4,153,11
360,2005-08-01,WarCraft III,58731.05,29,6
361,2005-08-01,StarCraft: Brood War,57806.97,11,6
362,2005-08-01,Doom 3,50000.0,3,1
363,2005-08-01,Wolfenstein: Enemy Territory,50000.0,19,1
364,2005-08-01,Halo 2,34000.0,32,9
365,2005-08-01,Quake III Arena,34000.0,7,3
366,2005-08-01,Quake II,20000.0,3,1
367,2005-08-01,Age of Empires II,9900.0,11,3
368,2005-08-01,Quake 4,4000.0,2,1
369,2005-08-01,Battlefield 2,3148.82,0,1
370,2005-08-01,Super Smash Bros. Melee,1800.0,7,4
371,2005-08-01,Unreal Tournament 2004,944.65,4,3
372,2005-08-01,Call of Duty,629.77,0,1
373,2005-08-01,Counter-Strike: Source,629.77,0,1
374,2005-08-01,Need for Speed: Underground 2,629.48,3,1
375,2005-08-01,Capcom vs. SNK 2,0.0,3,1
376,2005-08-01,Guilty Gear XX #Reload,0.0,3,1
377,2005-08-01,Marvel vs. Capcom 2,0.0,3,1
378,2005-08-01,Street Fighter III: 3rd Strike,0.0,3,1
379,2005-08-01,Super Street Fighter II Turbo,0.0,3,1
380,2005-08-01,Tekken 5,0.0,3,2
381,2005-08-01,Tekken Tag Tournament,0.0,3,1
382,2005-09-01,Counter-Strike,73335.28,138,11
383,2005-09-01,Painkiller,50000.0,16,1
384,2005-09-01,Halo 2,14500.0,18,3
385,2005-09-01,WarCraft III,6685.62,11,3
386,2005-09-01,Quake III Arena,6134.97,8,1
387,2005-09-01,StarCraft: Brood War,3500.0,3,1
388,2005-09-01,Counter-Strike: Source,1402.3,10,3
389,2005-09-01,Super Smash Bros. Melee,1250.0,6,2
390,2005-09-01,Pro Evolution Soccer 4,550.64,3,1
391,2005-10-01,Painkiller,150000.0,24,3
392,2005-10-01,Counter-Strike,80958.36,112,8
393,2005-10-01,WarCraft III,22500.0,6,2
394,2005-10-01,Halo 2,21000.0,32,2
395,2005-10-01,StarCraft: Brood War,13000.0,2,1
396,2005-10-01,Super Smash Bros. Melee,6000.0,7,2
397,2005-10-01,Age of Empires II,2500.0,8,1
398,2005-10-01,Counter-Strike: Source,603.85,25,2
399,2005-11-01,Painkiller,510000.0,32,1
400,2005-11-01,Counter-Strike: Source,85000.0,15,1
401,2005-11-01,StarCraft: Brood War,70665.01,31,3
402,2005-11-01,Halo 2,56000.0,31,3
403,2005-11-01,WarCraft III,51966.13,34,5
404,2005-11-01,Counter-Strike,37556.16,157,5
405,2005-11-01,FIFA 05,35000.0,3,1
406,2005-11-01,Need for Speed: Underground 2,35000.0,3,1
407,2005-11-01,"Warhammer 40,000: Dawn of War",35000.0,3,1
408,2005-11-01,Dead or Alive Ultimate,30000.0,3,1
409,2005-11-01,Quake 4,14456.95,13,3
410,2005-11-01,Super Smash Bros. Melee,8677.5,13,4
411,2005-11-01,Defense of the Ancients,1736.36,0,1
412,2005-11-01,Quake III Arena,1041.81,6,1
413,2005-11-01,Unreal Tournament 2004,1041.81,6,1
414,2005-11-01,FIFA 06,694.54,4,1
415,2005-11-01,Need for Speed: Most Wanted,694.54,4,1
416,2005-12-01,Counter-Strike,251755.3,198,11
417,2005-12-01,WarCraft III,57410.63,18,3
418,2005-12-01,Quake 4,33323.75,35,3
419,2005-12-01,FIFA 06,26000.0,2,1
420,2005-12-01,Halo 2,21000.0,32,2
421,2005-12-01,FIFA 05,13300.94,0,2
422,2005-12-01,Super Smash Bros. Melee,6000.0,6,2
423,2005-12-01,StarCraft: Brood War,4670.11,4,1
424,2005-12-01,Live for Speed,1010.87,3,1
425,2005-12-01,Age of Empires II,450.0,9,1
426,2006-01-01,StarCraft: Brood War,107729.9,37,3
427,2006-01-01,Madden NFL 2006,100000.0,1,1
428,2006-01-01,Counter-Strike: Source,21000.0,60,1
429,2006-01-01,WarCraft III,14338.37,16,2
430,2006-01-01,Counter-Strike,4802.57,25,2
431,2006-01-01,Quake 4,3200.0,6,1
432,2006-01-01,Wolfenstein: Enemy Territory,1500.0,18,1
433,2006-02-01,Counter-Strike,101777.85,192,8
434,2006-02-01,Halo 2,68750.0,32,2
435,2006-02-01,Age of Empires II,19979.0,44,2
436,2006-02-01,Super Smash Bros. Melee,19250.0,12,2
437,2006-02-01,WarCraft III,18128.13,7,2
438,2006-02-01,StarCraft: Brood War,15000.0,21,2
439,2006-02-01,Quake 4,13092.34,18,4
440,2006-02-01,Quake III Arena,2128.13,4,1
441,2006-02-01,Counter-Strike: Source,1198.56,10,1
442,2006-03-01,Counter-Strike,92154.77,98,7
443,2006-03-01,Counter-Strike: Source,40887.05,65,4
444,2006-03-01,Quake 4,40000.0,20,4
445,2006-03-01,StarCraft: Brood War,37540.0,26,2
446,2006-03-01,WarCraft III,22000.0,9,3
447,2006-03-01,Call of Duty 2,2970.79,0,2
448,2006-03-01,FIFA 06,200.0,1,1
449,2006-03-01,Need for Speed: Most Wanted,0.0,3,1
450,2006-04-01,Counter-Strike,44687.27,93,8
451,2006-04-01,Halo 2,38975.0,26,2
452,2006-04-01,Super Smash Bros. Melee,9775.0,13,2
453,2006-04-01,StarCraft: Brood War,9084.8,19,2
454,2006-04-01,Battlefield 2,8855.39,0,2
455,2006-04-01,Counter-Strike: Source,8000.66,40,4
456,2006-04-01,Quake 4,6222.83,9,3
457,2006-04-01,Call of Duty 2,619.88,0,1
458,2006-05-01,Counter-Strike,172812.19,221,6
459,2006-05-01,WarCraft III,47550.0,16,3
460,2006-05-01,Halo 2,38975.0,16,2
461,2006-05-01,StarCraft: Brood War,8896.0,19,3
462,2006-05-01,Super Smash Bros. Melee,5275.0,18,2
463,2006-05-01,Call of Duty 2,3000.0,0,1
464,2006-05-01,Counter-Strike: Source,1878.84,20,2
465,2006-06-01,Counter-Strike,136497.9,137,17
466,2006-06-01,StarCraft: Brood War,124532.47,35,4
467,2006-06-01,WarCraft III,57008.68,37,6
468,2006-06-01,Halo 2,38975.0,27,2
469,2006-06-01,Quake 4,18000.0,6,2
470,2006-06-01,FIFA 06,9856.52,0,1
471,2006-06-01,Battlefield 2,6571.01,0,1
472,2006-06-01,Super Smash Bros. Melee,5275.0,19,2
473,2006-06-01,Counter-Strike: Source,2707.88,30,2
474,2006-06-01,Live for Speed,1895.48,5,1
475,2006-06-01,Age of Empires II,200.0,3,1
476,2006-07-01,Counter-Strike,539579.04,308,10
477,2006-07-01,Quake 4,111000.0,20,2
478,2006-07-01,StarCraft: Brood War,73193.08,16,1
479,2006-07-01,Halo 2,62975.0,32,4
480,2006-07-01,Battlefield 2,50000.0,0,1
481,2006-07-01,WarCraft III,47543.74,17,13
482,2006-07-01,Gran Turismo 4,32000.0,4,1
483,2006-07-01,Pro Evolution Soccer 5,32000.0,4,1
484,2006-07-01,TrackMania Nations,32000.0,4,1
485,2006-07-01,Super Smash Bros. Melee,18000.0,34,5
486,2006-07-01,Dead or Alive 4,15000.0,2,1
487,2006-07-01,Forza Motorsport 2,15000.0,2,1
488,2006-07-01,Day of Defeat,10300.0,1,1
489,2006-07-01,Project Gotham Racing 3,9000.0,3,1
490,2006-07-01,Ghost Recon Advanced Warfighter,8000.0,0,1
491,2006-07-01,Wolfenstein: Enemy Territory,1000.0,22,1
492,2006-07-01,Age of Empires II,153.54,3,1
493,2006-08-01,Counter-Strike,182686.53,187,11
494,2006-08-01,Quake 4,78129.76,20,5
495,2006-08-01,WarCraft III,59518.46,51,9
496,2006-08-01,Halo 2,38975.0,28,2
497,2006-08-01,Wolfenstein: Enemy Territory,30000.0,15,1
498,2006-08-01,StarCraft: Brood War,21797.89,20,3
499,2006-08-01,FIFA 06,16564.37,13,3
500,2006-08-01,Super Smash Bros. Melee,12175.0,12,4
501,2006-08-01,Counter-Strike: Source,11083.84,35,3
502,2006-08-01,Capcom vs. SNK 2,10250.0,8,1
503,2006-08-01,Dead or Alive 4,10250.0,8,1
504,2006-08-01,Guilty Gear XX Slash,10250.0,6,1
505,2006-08-01,Hyper Street Fighter II,10250.0,8,1
506,2006-08-01,Marvel vs. Capcom 2,10250.0,8,1
507,2006-08-01,Street Fighter III: 3rd Strike,10250.0,8,1
508,2006-08-01,Tekken 5,10250.0,8,1
509,2006-08-01,Battlefield 2,9482.11,0,1
510,2006-08-01,Need for Speed: Most Wanted,7000.0,8,2
511,2006-08-01,Quake III Arena,2797.89,8,1
512,2006-08-01,Call of Duty 2,663.74,0,1
513,2006-08-01,Age of Empires,42.25,10,1
514,2006-09-01,Counter-Strike,207321.6,182,12
515,2006-09-01,WarCraft III,74724.89,23,11
516,2006-09-01,StarCraft: Brood War,27300.0,11,3
517,2006-09-01,Quake III Arena,11500.0,4,1
518,2006-09-01,Call of Duty 2,9500.0,0,1
519,2006-09-01,Quake 4,9000.0,0,1
520,2006-09-01,Wolfenstein: Enemy Territory,3850.2,19,1
521,2006-09-01,Age of Empires,247.0,15,1
522,2006-10-01,Counter-Strike,206173.01,95,7
523,2006-10-01,Halo 2,97425.0,32,2
524,2006-10-01,StarCraft: Brood War,90560.0,29,7
525,2006-10-01,WarCraft III,71637.78,16,7
526,2006-10-01,"Warhammer 40,000: Dawn of War",43000.0,3,1
527,2006-10-01,Quake 4,33861.29,17,6
528,2006-10-01,Project Gotham Racing 3,28300.0,4,2
529,2006-10-01,Super Smash Bros. Melee,28284.0,18,3
530,2006-10-01,Need for Speed: Most Wanted,28000.0,5,2
531,2006-10-01,Dead or Alive 4,27800.0,4,2
532,2006-10-01,FIFA 06,27000.0,3,1
533,2006-10-01,Counter-Strike: Source,16386.77,46,4
534,2006-10-01,FIFA 07,1300.0,2,1
535,2006-11-01,StarCraft: Brood War,215067.85,47,7
536,2006-11-01,Halo 2,198000.0,13,2
537,2006-11-01,Counter-Strike,150242.11,286,13
538,2006-11-01,TrackMania Nations,40000.0,10,1
539,2006-11-01,Counter-Strike: Source,19869.62,50,4
540,2006-11-01,Super Smash Bros. Melee,18000.0,8,2
541,2006-11-01,Quake III Arena,17387.74,12,2
542,2006-11-01,WarCraft III,17146.91,12,4
543,2006-11-01,Call of Duty 2,14494.87,0,2
544,2006-11-01,Quake 4,10832.78,14,5
545,2006-11-01,Battlefield 2,4166.08,0,2
546,2006-12-01,Counter-Strike,292864.56,247,16
547,2006-12-01,WarCraft III,87982.99,13,4
548,2006-12-01,StarCraft: Brood War,78328.25,11,4
549,2006-12-01,Counter-Strike: Source,54697.31,20,2
550,2006-12-01,Quake III Arena,50000.0,32,1
551,2006-12-01,Halo 2,35000.0,12,1
552,2006-12-01,Project Gotham Racing 3,35000.0,3,1
