ID,Date,Game,Earnings,Players,Tournaments
2727,2015-04-01,TrackMania 2: Canyon,540.66,3,1
2728,2015-04-01,Trackmania 2: Valley,540.66,3,1
2729,2015-04-01,Project M,319.72,23,6
2730,2015-04-01,WarCraft III,129.46,2,1
2731,2015-04-01,BlazBlue: Chronophantasma,0.0,13,2
2732,2015-04-01,Dead or Alive 5: Last Round,0.0,8,1
2733,2015-04-01,Guilty Gear Xrd -SIGN-,0.0,14,2
2734,2015-04-01,Guilty Gear XX Accent Core Plus R,0.0,8,1
2735,2015-04-01,Killer Instinct (2013),0.0,8,1
2736,2015-04-01,King of Fighters XIII,0.0,8,1
2737,2015-04-01,Marvel vs. Capcom 2,0.0,7,1
2738,2015-04-01,Persona 4 Arena Ultimax,0.0,8,1
2739,2015-04-01,Skullgirls Encore,0.0,8,1
2740,2015-04-01,Street Fighter III: 3rd Strike,0.0,4,1
2741,2015-04-01,Super Smash Bros.,0.0,8,1
2742,2015-04-01,Super Street Fighter II Turbo,0.0,4,1
2743,2015-04-01,Tekken Tag Tournament 2,0.0,8,1
2744,2015-04-01,Ultimate Marvel vs. Capcom 3,0.0,21,3
2745,2015-04-01,Under Night In-Birth EXE: Late,0.0,12,2
2746,2015-05-01,Dota 2,1149751.95,317,29
2747,2015-05-01,League of Legends,563512.99,312,32
2748,2015-05-01,Counter-Strike: Global Offensive,279251.96,521,56
2749,2015-05-01,Call of Duty: Advanced Warfare,185798.48,205,42
2750,2015-05-01,Hearthstone,162151.36,103,26
2751,2015-05-01,Attack on Titan Tribute Game,156000.0,19,5
2752,2015-05-01,Magic: The Gathering Online,116000.0,16,1
2753,2015-05-01,StarCraft II,98844.67,171,67
2754,2015-05-01,Heroes of the Storm,86586.63,113,26
2755,2015-05-01,FIFA 15,36936.96,48,39
2756,2015-05-01,Super Smash Bros. Melee,31469.76,110,47
2757,2015-05-01,Heroes of Newerth,26167.0,77,9
2758,2015-05-01,Ultra Street Fighter IV,21073.77,33,12
2759,2015-05-01,Super Smash Bros. for Wii U,20057.38,96,31
2760,2015-05-01,Evolve,16227.6,48,8
2761,2015-05-01,Mortal Kombat X,14345.27,19,6
2762,2015-05-01,Battlefield Hardline,13463.28,20,1
2763,2015-05-01,Killer Instinct (2013),11175.27,11,2
2764,2015-05-01,Point Blank,4973.15,15,1
2765,2015-05-01,Skullgirls Encore,3183.1,11,2
2766,2015-05-01,Guilty Gear Xrd -SIGN-,2477.9,11,2
2767,2015-05-01,CrossFire,2445.28,30,6
2768,2015-05-01,Project M,1492.67,14,3
2769,2015-05-01,WarCraft III,1346.7,9,7
2770,2015-05-01,Ultimate Marvel vs. Capcom 3,1157.03,11,2
2771,2015-05-01,Battlefield 4,1119.86,15,6
2772,2015-05-01,Age of Empires II,1000.0,4,1
2773,2015-05-01,Chess.com,1000.0,6,1
2774,2015-05-01,Age of Empires,924.0,16,1
2775,2015-05-01,Divekick,700.0,3,1
2776,2015-05-01,Under Night In-Birth EXE: Late,640.0,8,1
2777,2015-05-01,King of Fighters XIII,629.21,6,2
2778,2015-05-01,Tekken Tag Tournament 2,590.0,3,1
2779,2015-05-01,Team Fortress 2,500.0,0,1
2780,2015-05-01,Legend of Glory,472.66,0,1
2781,2015-05-01,Persona 4 Arena Ultimax,380.0,3,1
2782,2015-05-01,Reflex,377.0,2,1
2783,2015-05-01,Injustice: Gods Among Us,320.0,3,1
2784,2015-05-01,S.K.I.L.L. - Special Force 2,274.8,10,1
2785,2015-05-01,Super Smash Bros.,210.0,6,3
2786,2015-05-01,Dead or Alive 5: Last Round,172.23,3,1
2787,2015-05-01,Ultimate Mortal Kombat 3,150.0,3,1
2788,2015-05-01,SMITE,134.44,5,1
2789,2015-05-01,Quake Live,100.0,2,1
2790,2015-05-01,StarCraft: Brood War,75.0,4,1
2791,2015-06-01,Dota 2,1071907.2,258,22
2792,2015-06-01,Counter-Strike: Global Offensive,602954.48,556,54
2793,2015-06-01,StarCraft II,445537.54,187,55
2794,2015-06-01,Hearthstone,176823.5,107,29
2795,2015-06-01,Heroes of the Storm,156983.15,215,30
2796,2015-06-01,Call of Duty: Advanced Warfare,145722.98,298,47
2797,2015-06-01,SMITE,128000.0,59,3
2798,2015-06-01,Evolve,101066.21,39,6
2799,2015-06-01,League of Legends,95878.76,147,25
2800,2015-06-01,Heroes of Newerth,73427.93,56,6
2801,2015-06-01,Halo 2 Anniversary,51148.17,32,2
2802,2015-06-01,CrossFire,47445.28,34,7
2803,2015-06-01,Ultra Street Fighter IV,44334.97,27,12
2804,2015-06-01,Pro Evolution Soccer 2015,26544.76,3,1
2805,2015-06-01,FIFA 15,25173.42,39,36
2806,2015-06-01,Super Smash Bros. Melee,24152.42,95,38
2807,2015-06-01,Mortal Kombat X,19661.46,20,7
2808,2015-06-01,Super Smash Bros. for Wii U,17586.22,87,23
2809,2015-06-01,Killer Instinct (2013),15950.0,8,1
2810,2015-06-01,Attack on Titan Tribute Game,6000.0,4,1
2811,2015-06-01,Call of Duty: Black Ops 2,5000.0,4,1
2812,2015-06-01,Project M,3066.67,18,2
2813,2015-06-01,Point Blank,2548.0,0,1
2814,2015-06-01,Ultimate Marvel vs. Capcom 3,1940.0,11,2
2815,2015-06-01,Chess.com,1874.99,13,1
2816,2015-06-01,TrackMania 2: Stadium,1727.17,17,2
2817,2015-06-01,StarCraft: Brood War,1636.5,9,3
2818,2015-06-01,Guilty Gear Xrd -SIGN-,1260.0,10,2
2819,2015-06-01,Battlefield 4,1011.14,15,5
2820,2015-06-01,Super Smash Bros.,780.0,7,2
2821,2015-06-01,World of Tanks,745.55,12,2
2822,2015-06-01,Tekken Tag Tournament 2,610.0,3,1
2823,2015-06-01,S.K.I.L.L. - Special Force 2,557.01,16,2
2824,2015-06-01,Persona 4 Arena Ultimax,550.0,6,2
2825,2015-06-01,Divekick,410.0,3,1
2826,2015-06-01,WarCraft III,360.93,6,7
2827,2015-06-01,Quake Live,100.0,2,1
2828,2015-06-01,BlazBlue: Chronophantasma Extend,0.0,3,1
2829,2015-07-01,Counter-Strike: Global Offensive,653518.24,814,61
2830,2015-07-01,Dota 2,583115.71,264,18
2831,2015-07-01,League of Legends,505875.44,468,29
2832,2015-07-01,StarCraft II,319483.37,182,67
2833,2015-07-01,Heroes of the Storm,275108.27,268,33
2834,2015-07-01,SMITE,177747.02,46,5
2835,2015-07-01,Mortal Kombat X,163481.91,23,8
2836,2015-07-01,Hearthstone,151333.71,110,37
2837,2015-07-01,Halo 2 Anniversary,150000.0,32,1
2838,2015-07-01,Call of Duty: Advanced Warfare,95374.72,203,41
2839,2015-07-01,Ultra Street Fighter IV,72870.0,11,7
2840,2015-07-01,WarCraft III,61711.23,32,11
2841,2015-07-01,Killer Instinct (2013),53970.0,8,1
2842,2015-07-01,Quake Live,43336.2,16,8
2843,2015-07-01,Super Smash Bros. Melee,40693.4,98,41
2844,2015-07-01,Tekken 7,34580.0,8,1
2845,2015-07-01,Super Smash Bros. for Wii U,33412.44,97,25
2846,2015-07-01,Guilty Gear Xrd -SIGN-,19680.0,8,1
2847,2015-07-01,Point Blank,15940.0,20,2
2848,2015-07-01,Team Fortress 2,15295.6,44,2
2849,2015-07-01,FIFA 15,14788.33,34,36
2850,2015-07-01,Persona 4 Arena Ultimax,14370.0,8,1
2851,2015-07-01,Ultimate Marvel vs. Capcom 3,9060.0,10,1
2852,2015-07-01,Heroes of Newerth,8740.18,45,4
2853,2015-07-01,Battlefield 4,8043.3,41,7
2854,2015-07-01,Attack on Titan Tribute Game,6000.0,4,1
2855,2015-07-01,Project M,1980.0,14,4
2856,2015-07-01,CrossFire,1901.88,25,4
2857,2015-07-01,Chess.com,1725.02,11,1
2858,2015-07-01,NHL 15,1000.0,0,1
2859,2015-07-01,Gears of War 3,700.0,2,1
2860,2015-07-01,Evolve,660.28,26,4
2861,2015-07-01,S.K.I.L.L. - Special Force 2,556.67,17,2
2862,2015-07-01,Street Fighter X Tekken,500.0,3,1
2863,2015-07-01,World of WarCraft,442.96,11,4
2864,2015-07-01,Brawlhalla,300.0,6,1
2865,2015-07-01,StarCraft: Brood War,177.45,5,3
2866,2015-08-01,Dota 2,18463252.88,196,16
2867,2015-08-01,League of Legends,1333579.39,621,31
2868,2015-08-01,Counter-Strike: Global Offensive,568263.74,534,65
2869,2015-08-01,Heroes of the Storm,373473.76,280,31
2870,2015-08-01,Hearthstone,239839.5,102,25
2871,2015-08-01,Call of Duty: Advanced Warfare,190436.47,207,53
2872,2015-08-01,StarCraft II,98511.83,116,50
2873,2015-08-01,S.K.I.L.L. - Special Force 2,58126.02,46,3
2874,2015-08-01,Super Smash Bros. for Wii U,55245.9,134,41
2875,2015-08-01,Super Smash Bros. Melee,53662.7,167,62
2876,2015-08-01,Guild Wars 2,50000.0,20,1
2877,2015-08-01,StarCraft: Brood War,38615.0,23,6
2878,2015-08-01,Vainglory,26319.0,24,1
2879,2015-08-01,FIFA 15,18581.85,39,38
2880,2015-08-01,Team Fortress 2,16391.51,31,3
2881,2015-08-01,Battlefield 4,13711.31,19,6
2882,2015-08-01,Ultra Street Fighter IV,13308.22,27,13
2883,2015-08-01,WarCraft III,12683.22,16,6
2884,2015-08-01,Mortal Kombat X,12360.9,19,9
2885,2015-08-01,Project M,12030.89,61,15
2886,2015-08-01,Halo 5: Guardians,11524.0,8,1
2887,2015-08-01,World of WarCraft,10556.5,17,6
2888,2015-08-01,Super Smash Bros.,7715.47,31,5
2889,2015-08-01,Attack on Titan Tribute Game,7200.0,6,2
2890,2015-08-01,Super Smash Bros. Brawl,6770.0,27,2
2891,2015-08-01,Halo 2 Anniversary,4617.07,16,1
2892,2015-08-01,World of Tanks,2918.5,156,7
2893,2015-08-01,Dead or Alive 5: Last Round,1880.0,3,1
2894,2015-08-01,Chess.com,1874.99,13,1
2895,2015-08-01,Heroes of Newerth,1830.01,20,3
2896,2015-08-01,TrackMania 2: Stadium,1505.34,3,1
2897,2015-08-01,CrossFire,1358.5,22,5
2898,2015-08-01,Ultimate Marvel vs. Capcom 3,1335.9,7,4
2899,2015-08-01,Rocket League,1296.91,21,11
2900,2015-08-01,SMITE,1072.06,16,6
2901,2015-08-01,Age of Empires III,1000.0,4,1
2902,2015-08-01,Street Fighter III: 3rd Strike,870.0,3,1
2903,2015-08-01,Evolve,824.45,30,5
2904,2015-08-01,Guilty Gear Xrd -SIGN-,680.0,3,2
2905,2015-08-01,Reflex,550.0,5,1
2906,2015-08-01,Skullgirls Encore,520.0,3,1
2907,2015-08-01,Killer Instinct (2013),360.0,3,1
2908,2015-08-01,Soul Calibur V,330.0,3,1
2909,2015-08-01,Age of Empires II,300.0,3,1
2910,2015-08-01,Under Night In-Birth EXE: Late,280.0,3,1
2911,2015-08-01,Tekken Tag Tournament 2,270.0,3,2
2912,2015-08-01,Brawlhalla,250.0,3,1
2913,2015-08-01,BlazBlue: Chronophantasma Extend,210.0,3,1
2914,2015-08-01,Quake Live,200.0,2,2
2915,2015-08-01,Persona 4 Arena Ultimax,180.0,3,1
2916,2015-08-01,King of Fighters XIII,150.0,3,1
2917,2015-08-01,Splatoon,50.0,0,1
2918,2015-09-01,Counter-Strike: Global Offensive,653983.02,567,64
2919,2015-09-01,StarCraft II,347855.17,125,48
2920,2015-09-01,Hearthstone,283534.62,38,10
2921,2015-09-01,Call of Duty: Advanced Warfare,269077.34,191,37
2922,2015-09-01,H1Z1,173328.0,20,2
2923,2015-09-01,Heroes of the Storm,165406.12,164,16
2924,2015-09-01,Dota 2,146011.16,175,12
2925,2015-09-01,World of WarCraft,100449.24,32,5
2926,2015-09-01,League of Legends,98555.35,113,10
2927,2015-09-01,CrossFire,71495.68,45,8
2928,2015-09-01,Vainglory,70467.0,40,1
2929,2015-09-01,Super Smash Bros. Melee,62222.0,124,50
2930,2015-09-01,Heroes of Newerth,54711.86,68,8
2931,2015-09-01,World of Tanks,40000.0,14,1
2932,2015-09-01,Ultra Street Fighter IV,37845.0,36,13
2933,2015-09-01,Tekken 7,21300.0,6,1
2934,2015-09-01,iRacing.com,21000.0,5,1
2935,2015-09-01,Super Smash Bros. for Wii U,18457.17,79,27
2936,2015-09-01,Project M,9716.3,21,4
2937,2015-09-01,StarCraft: Brood War,9086.48,14,6
2938,2015-09-01,Attack on Titan Tribute Game,6000.0,4,1
2939,2015-09-01,Rocket League,2796.14,19,14
2940,2015-09-01,NHL '94,2691.2,16,2
2941,2015-09-01,Team Fortress 2,2663.92,27,1
2942,2015-09-01,FIFA 15,2535.31,29,30
2943,2015-09-01,Grey Goo,2000.0,4,1
2944,2015-09-01,Chess.com,1875.0,11,1
2945,2015-09-01,Mortal Kombat X,1490.0,6,2
2946,2015-09-01,Halo 2 Anniversary,1038.41,12,1
2947,2015-09-01,Reflex,1035.0,3,1
2948,2015-09-01,Battlefield 4,1013.97,10,5
2949,2015-09-01,Ultimate Marvel vs. Capcom 3,910.0,3,1
2950,2015-09-01,S.K.I.L.L. - Special Force 2,844.9,25,3
2951,2015-09-01,Quake Live,755.0,6,4
2952,2015-09-01,Brawlhalla,450.0,8,3
2953,2015-09-01,SMITE,409.49,10,4
2954,2015-09-01,WarCraft III,370.07,3,4
2955,2015-09-01,Super Smash Bros. Brawl,160.0,3,1
2956,2015-09-01,Killer Instinct (2013),140.0,2,1
2957,2015-09-01,Guilty Gear Xrd -SIGN-,130.0,2,1
2958,2015-10-01,League of Legends,2187387.97,317,23
2959,2015-10-01,Dota 2,728072.42,211,18
2960,2015-10-01,Counter-Strike: Global Offensive,444739.34,767,92
2961,2015-10-01,Heroes of the Storm,307559.3,224,22
2962,2015-10-01,Call of Duty: Advanced Warfare,278813.96,188,28
2963,2015-10-01,StarCraft II,205731.67,132,69
2964,2015-10-01,Hearthstone,163549.2,81,23
2965,2015-10-01,World of Tanks,100000.0,28,1
2966,2015-10-01,World of WarCraft,100000.0,31,1
2967,2015-10-01,Point Blank,85000.0,5,1
2968,2015-10-01,SMITE,72335.51,72,5
2969,2015-10-01,Age of Empires II,60000.0,120,3
2970,2015-10-01,Super Smash Bros. Melee,55293.98,142,45
2971,2015-10-01,KartRider,54188.0,12,1
2972,2015-10-01,Ultra Street Fighter IV,33993.69,31,10
2973,2015-10-01,Super Smash Bros. for Wii U,33459.92,110,28
2974,2015-10-01,WarCraft III,27364.65,15,8
2975,2015-10-01,CrossFire,25173.58,31,7
2976,2015-10-01,Heroes of Newerth,23348.81,60,8
2977,2015-10-01,iRacing.com,16000.0,5,1
2978,2015-10-01,Mortal Kombat X,13461.9,13,3
2979,2015-10-01,Evolve,11054.1,15,1
2980,2015-10-01,Rocket League,7839.48,41,20
2981,2015-10-01,Battlefield 4,4383.02,30,6
2982,2015-10-01,StarCraft: Brood War,3726.85,25,14
2983,2015-10-01,Ultimate Marvel vs. Capcom 3,3278.4,7,4
2984,2015-10-01,Grey Goo,2000.0,4,1
2985,2015-10-01,Chess.com,1999.99,10,2
2986,2015-10-01,Brawlhalla,1600.0,46,2
2987,2015-10-01,Project M,1511.0,27,6
2988,2015-10-01,Team Fortress 2,1500.0,24,1
2989,2015-10-01,Guilty Gear Xrd -SIGN-,1292.69,14,4
2990,2015-10-01,FIFA 16,1035.18,11,4
2991,2015-10-01,Shards of War,1029.21,20,1
2992,2015-10-01,Rising Thunder,1000.0,3,1
2993,2015-10-01,Tetris,1000.0,4,1
2994,2015-10-01,FIFA 15,842.36,10,4
2995,2015-10-01,Dead or Alive 5: Last Round,730.0,8,1
2996,2015-10-01,Splatoon,720.0,3,1
2997,2015-10-01,Project Cars,675.0,6,12
2998,2015-10-01,Persona 4 Arena Ultimax,670.0,8,1
2999,2015-10-01,Tekken Tag Tournament 2,560.0,6,2
3000,2015-10-01,Nitroplus Blasterz: Heroines Infinite Duel,464.0,3,1
3001,2015-10-01,BlazBlue: Chronophantasma Extend,413.17,6,2
3002,2015-10-01,Killer Instinct (2013),340.0,3,1
3003,2015-10-01,King of Fighters XIII,300.0,3,1
3004,2015-10-01,Quake Live,300.0,4,3
3005,2015-10-01,TrackMania 2: Stadium,280.51,2,1
3006,2015-10-01,Under Night In-Birth EXE: Late,230.0,3,1
3007,2015-10-01,Guilty Gear XX Accent Core Plus R,120.0,3,1
3008,2015-10-01,Street Fighter III: 3rd Strike,115.86,3,1
3009,2015-10-01,Skullgirls Encore,90.0,3,1
3010,2015-10-01,Soul Calibur V,90.0,3,1
3011,2015-10-01,Capcom vs. SNK 2,61.79,3,1
3012,2015-10-01,Dengeki Bunko: Fighting Climax,60.0,3,1
3013,2015-10-01,QuakeWorld,55.09,1,1
3014,2015-11-01,Dota 2,3523821.23,285,22
3015,2015-11-01,Counter-Strike: Global Offensive,1275679.59,842,89
3016,2015-11-01,Heroes of the Storm,622759.75,189,24
3017,2015-11-01,SMITE,573500.0,115,5
3018,2015-11-01,League of Legends,426937.66,328,26
3019,2015-11-01,Hearthstone,394940.51,68,15
3020,2015-11-01,StarCraft II,391554.12,98,48
3021,2015-11-01,Heroes of Newerth,303797.09,120,15
3022,2015-11-01,World of WarCraft,253500.0,37,3
3023,2015-11-01,Super Smash Bros. Melee,124612.43,212,72
3024,2015-11-01,Blade & Soul,103401.12,16,1
3025,2015-11-01,Vainglory,66606.54,12,1
3026,2015-11-01,Call of Duty: Black Ops III,56360.12,81,9
3027,2015-11-01,Ultra Street Fighter IV,55020.44,33,11
3028,2015-11-01,CrossFire,42216.98,43,9
3029,2015-11-01,S.K.I.L.L. - Special Force 2,30012.5,22,1
3030,2015-11-01,Super Smash Bros. for Wii U,26886.7,147,36
3031,2015-11-01,FIFA 16,15347.0,9,3
3032,2015-11-01,Attack on Titan Tribute Game,15000.0,6,1
3033,2015-11-01,TrackMania 2: Stadium,15000.0,4,1
3034,2015-11-01,Super Street Fighter IV Arcade Edition,13712.98,8,1
3035,2015-11-01,Project M,13711.8,79,16
3036,2015-11-01,Halo 5: Guardians,10400.0,15,3
3037,2015-11-01,ShootMania Storm,10000.0,0,1
3038,2015-11-01,Rocket League,5231.95,41,20
3039,2015-11-01,Team Fortress 2,5180.0,24,2
3040,2015-11-01,rFactor 2,4135.99,34,1
3041,2015-11-01,WarCraft III,3133.19,17,7
3042,2015-11-01,Age of Empires II,2736.83,25,3
3043,2015-11-01,World of Tanks,2598.29,3,1
3044,2015-11-01,StarCraft: Brood War,2156.58,22,12
3045,2015-11-01,Grey Goo,2000.0,4,1
3046,2015-11-01,Chess.com,1999.99,10,2
3047,2015-11-01,Ultimate Marvel vs. Capcom 3,1322.39,8,1
3048,2015-11-01,Call of Duty: Advanced Warfare,1306.13,21,3
3049,2015-11-01,Battlefield 4,1081.8,12,6
3050,2015-11-01,Guilty Gear Xrd -SIGN-,1040.54,13,4
3051,2015-11-01,Project Cars,843.0,9,15
3052,2015-11-01,Overwatch,760.0,37,5
3053,2015-11-01,Mortal Kombat X,450.99,3,1
3054,2015-11-01,Super Smash Bros.,421.23,7,3
3055,2015-11-01,Age of Empires III,385.0,4,1
3056,2015-11-01,Super Street Fighter II Turbo,328.69,3,1
3057,2015-11-01,BlazBlue: Chronophantasma Extend,321.04,3,1
3058,2015-11-01,Unreal Tournament (2016),314.63,9,2
3059,2015-11-01,Under Night In-Birth EXE: Late,305.76,3,1
3060,2015-11-01,Brawlhalla,300.0,8,3
3061,2015-11-01,Quake Live,200.0,3,2
3062,2015-11-01,King of Fighters XIII,191.1,3,1
3063,2015-11-01,Persona 4 Arena Ultimax,168.16,3,1
3064,2015-11-01,Virtua Fighter 5 Final Showdown,145.23,3,1
3065,2015-11-01,Killer Instinct (2013),122.3,3,1
3066,2015-11-01,Skullgirls Encore,122.3,3,1
3067,2015-11-01,Dead or Alive 5: Last Round,107.01,3,1
3068,2015-11-01,Tekken Tag Tournament 2,76.44,3,1
3069,2015-12-01,Dota 2,1485828.54,294,23
3070,2015-12-01,Counter-Strike: Global Offensive,666439.34,1064,87
3071,2015-12-01,League of Legends,442312.76,305,17
3072,2015-12-01,Hearthstone,382631.27,85,14
3073,2015-12-01,Heroes of the Storm,357887.2,145,16
3074,2015-12-01,World of Tanks,308494.4,14,1
3075,2015-12-01,CrossFire,299982.58,50,7
3076,2015-12-01,Ultra Street Fighter IV,255551.5,20,10
3077,2015-12-01,StarCraft II,251995.21,131,55
3078,2015-12-01,WarCraft III,112498.42,13,7
3079,2015-12-01,SMITE,50000.0,30,1
3080,2015-12-01,Tekken 7,41334.27,3,1
3081,2015-12-01,Counter-Strike Online,40000.0,15,1
3082,2015-12-01,Vainglory,30000.0,20,1
3083,2015-12-01,Call of Duty: Black Ops III,21237.33,85,14
3084,2015-12-01,Heroes of Newerth,20978.91,20,3
3085,2015-12-01,Super Smash Bros. Melee,18353.17,98,37
3086,2015-12-01,Team Fortress 2,18315.0,84,4
3087,2015-12-01,Super Smash Bros. for Wii U,17837.01,82,21
3088,2015-12-01,Point Blank,11360.0,20,1
3089,2015-12-01,Age of Empires,9000.0,17,5
3090,2015-12-01,Age of Empires II,7050.0,64,2
3091,2015-12-01,Rocket League,6812.08,42,14
3092,2015-12-01,Halo 5: Guardians,6566.94,21,3
3093,2015-12-01,FIFA 16,5751.43,12,3
3094,2015-12-01,osu!,5000.0,239,1
3095,2015-12-01,StarCraft: Brood War,4310.0,6,2
3096,2015-12-01,Overwatch,2560.0,24,5
3097,2015-12-01,Project M,2490.0,10,2
3098,2015-12-01,Chess.com,1999.99,11,2
3099,2015-12-01,TrackMania 2: Stadium,1087.27,4,1
3100,2015-12-01,Battlefield 4,988.09,14,5
3101,2015-12-01,Brawlhalla,810.0,11,3
3102,2015-12-01,Project Cars,672.0,7,12
3103,2015-12-01,iRacing.com,444.0,3,1
3104,2015-12-01,Quake Live,200.0,2,2
3105,2015-12-01,Guilty Gear Xrd -SIGN-,180.0,5,5
3106,2015-12-01,Killer Instinct (2013),90.0,3,1
3107,2016-01-01,SMITE,1175000.0,90,2
3108,2016-01-01,Dota 2,684021.02,196,14
3109,2016-01-01,Counter-Strike: Global Offensive,678724.84,625,66
3110,2016-01-01,Hearthstone,302580.64,93,9
3111,2016-01-01,Heroes of the Storm,201829.09,113,13
3112,2016-01-01,StarCraft II,113870.12,113,54
3113,2016-01-01,Halo 5: Guardians,85502.63,66,15
3114,2016-01-01,Mortal Kombat X,72310.0,8,3
3115,2016-01-01,Vainglory,70160.0,36,1
3116,2016-01-01,Super Smash Bros. Melee,67610.39,153,61
3117,2016-01-01,Gears of War: Ultimate Edition,60000.0,16,1
3118,2016-01-01,League of Legends,50025.02,40,5
3119,2016-01-01,Super Smash Bros. for Wii U,43883.52,142,36
3120,2016-01-01,Heroes of Newerth,35853.1,43,3
3121,2016-01-01,StarCraft: Brood War,31725.82,3,1
3122,2016-01-01,Killer Instinct (2013),30830.0,33,3
3123,2016-01-01,Grey Goo,30400.0,16,2
3124,2016-01-01,WarCraft III,26068.61,20,8
3125,2016-01-01,Call of Duty: Black Ops III,7516.92,36,9
3126,2016-01-01,FIFA 16,5456.26,17,2
3127,2016-01-01,Age of Empires,5148.0,23,4
3128,2016-01-01,Metal Gear Online,4000.0,24,4
3129,2016-01-01,Super Smash Bros.,3460.0,14,3
3130,2016-01-01,Guilty Gear Xrd -SIGN-,2425.0,16,4
3131,2016-01-01,Rocket League,2362.19,32,15
3132,2016-01-01,Ultra Street Fighter IV,2180.0,15,5
3133,2016-01-01,Chess.com,2000.01,8,2
3134,2016-01-01,Ultimate Marvel vs. Capcom 3,2000.0,6,3
3135,2016-01-01,CrossFire,1086.78,15,1
3136,2016-01-01,Tekken Tag Tournament 2,900.0,6,2
3137,2016-01-01,Project M,894.0,15,5
3138,2016-01-01,Project Cars,838.5,7,15
3139,2016-01-01,Tekken 7,800.0,3,1
3140,2016-01-01,BlazBlue: Chronophantasma Extend,790.0,6,2
3141,2016-01-01,Splatoon,620.0,0,1
3142,2016-01-01,NHL '94,550.16,5,2
3143,2016-01-01,Battlefield 4,546.05,5,1
3144,2016-01-01,Injustice: Gods Among Us,500.0,3,1
3145,2016-01-01,Persona 4 Arena Ultimax,490.0,3,1
3146,2016-01-01,Skullgirls Encore,470.0,3,1
3147,2016-01-01,Super Smash Bros. Brawl,446.0,9,3
3148,2016-01-01,Guilty Gear XX Accent Core Plus R,410.0,3,1
3149,2016-01-01,Under Night In-Birth EXE: Late,360.0,3,1
3150,2016-01-01,Age of Empires II,320.0,9,2
3151,2016-01-01,Dead or Alive 5: Last Round,260.0,3,1
3152,2016-01-01,King of Fighters XIII,250.0,3,1
3153,2016-01-01,Divekick,180.0,3,1
3154,2016-01-01,Tatsunoko vs. Capcom: Ultimate All-Stars,170.0,3,1
3155,2016-01-01,Quake Live,158.48,2,4
3156,2016-01-01,Soul Calibur V,140.0,3,1
3157,2016-01-01,Brawlhalla,138.08,5,3
3158,2016-01-01,Reflex,32.74,1,1
3159,2016-02-01,Counter-Strike: Global Offensive,598551.3,644,76
3160,2016-02-01,Dota 2,259834.52,203,20
3161,2016-02-01,League of Legends,239015.61,173,9
3162,2016-02-01,Call of Duty: Black Ops III,181566.0,165,9
3163,2016-02-01,Halo 5: Guardians,143750.0,80,4
3164,2016-02-01,StarCraft II,143380.08,138,55
3165,2016-02-01,Hearthstone,136660.22,81,16
3166,2016-02-01,Heroes of the Storm,130000.0,75,3
3167,2016-02-01,Guild Wars 2,100000.0,20,1
3168,2016-02-01,KartRider,67322.0,12,1
3169,2016-02-01,Super Smash Bros. Melee,31891.36,174,63
3170,2016-02-01,Super Smash Bros. for Wii U,26490.02,141,33
3171,2016-02-01,Heroes of Newerth,15904.77,24,3
3172,2016-02-01,FIFA 16,8312.2,14,4
3173,2016-02-01,Project M,4825.25,45,9
3174,2016-02-01,Metal Gear Online,4000.0,23,4
3175,2016-02-01,Rainbow Six Siege,3564.91,5,4
3176,2016-02-01,Age of Empires II,3535.0,16,3
3177,2016-02-01,Overwatch,3247.45,61,11
3178,2016-02-01,Rocket League,3173.96,36,13
3179,2016-02-01,Guilty Gear Xrd -SIGN-,2690.0,3,2
3180,2016-02-01,Street Fighter V,2605.0,15,4
3181,2016-02-01,BlazBlue: Chronophantasma Extend,2460.0,3,1
3182,2016-02-01,StarCraft: Brood War,2138.8,7,2
3183,2016-02-01,Chess.com,2000.0,16,2
3184,2016-02-01,WarCraft III,1692.21,7,4
3185,2016-02-01,Under Night In-Birth EXE: Late,1270.0,3,1
3186,2016-02-01,Brawlhalla,1022.27,13,4
3187,2016-02-01,Age of Empires III,1000.0,4,1
3188,2016-02-01,Project Cars,673.0,7,12
3189,2016-02-01,Ultimate Marvel vs. Capcom 3,200.0,5,2
3190,2016-02-01,Super Smash Bros. Brawl,181.65,6,2
3191,2016-02-01,Ultra Street Fighter IV,160.0,3,1
3192,2016-02-01,Quake Live,118.86,3,3
3193,2016-02-01,Mortal Kombat X,80.0,6,2
3194,2016-02-01,Super Smash Bros.,56.79,6,2
3195,2016-03-01,Dota 2,3242298.94,171,13
3196,2016-03-01,Halo 5: Guardians,2504265.8,75,2
3197,2016-03-01,Counter-Strike: Global Offensive,574671.13,667,68
3198,2016-03-01,Call of Duty: Black Ops III,432254.16,145,7
3199,2016-03-01,Heroes of the Storm,376101.21,171,10
3200,2016-03-01,Hearthstone,308347.01,64,10
3201,2016-03-01,League of Legends,299370.13,341,22
3202,2016-03-01,StarCraft II,265450.36,148,66
3203,2016-03-01,Street Fighter V,61917.15,33,13
3204,2016-03-01,Super Smash Bros. Melee,61002.65,193,61
3205,2016-03-01,FIFA 16,35097.65,9,3
3206,2016-03-01,Super Smash Bros. for Wii U,34554.05,112,27
3207,2016-03-01,Vainglory,30000.0,21,1
3208,2016-03-01,Rocket League,11574.05,42,13
3209,2016-03-01,Old School Runescape,10000.0,1,1
3210,2016-03-01,Overwatch,9140.12,62,13
